"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2015",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2015,9,ID,"Electric Generators, Independent Power Producers",Total,398557.27
2015,9,ID,"Electric Generators, Independent Power Producers",Geothermal,7688.69
2015,9,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,56507.44
2015,9,ID,"Electric Generators, Independent Power Producers",Natural Gas,153489
2015,9,ID,"Electric Generators, Independent Power Producers",Other Biomass,8459.64
2015,9,ID,"Electric Generators, Independent Power Producers",Wind,172412.51
2015,9,ID,"Electric Generators, Electric Utilities",Total,721435.94
2015,9,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,477147.86
2015,9,ID,"Electric Generators, Electric Utilities",Natural Gas,230357.06
2015,9,ID,"Electric Generators, Electric Utilities",Petroleum,0.08
2015,9,ID,"Electric Generators, Electric Utilities",Other Biomass,724.93
2015,9,ID,"Electric Generators, Electric Utilities",Wind,13206
2015,9,IL,Total Electric Power Industry,Total,15879316.44
2015,9,IL,Total Electric Power Industry,Coal,6239498.01
2015,9,IL,Total Electric Power Industry,Hydroelectric Conventional,8854.74
2015,9,IL,Total Electric Power Industry,Natural Gas,1073253.31
2015,9,IL,Total Electric Power Industry,Nuclear,7816306
2015,9,IL,Total Electric Power Industry,Other Gases,33097.24
2015,9,IL,Total Electric Power Industry,Other,25195.98
2015,9,IL,Total Electric Power Industry,Petroleum,6274.4
2015,9,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,5559.56
2015,9,IL,Total Electric Power Industry,Other Biomass,43166.5
2015,9,IL,Total Electric Power Industry,Wind,628074.26
2015,9,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,36.43
2015,9,IL,"Combined Heat and Power, Industrial Power",Total,241494.17
2015,9,IL,"Combined Heat and Power, Industrial Power",Coal,144073.45
2015,9,IL,"Combined Heat and Power, Industrial Power",Natural Gas,39326.59
2015,9,IL,"Combined Heat and Power, Industrial Power",Other Gases,33097.24
2015,9,IL,"Combined Heat and Power, Industrial Power",Other,24959.98
2015,9,IL,"Combined Heat and Power, Industrial Power",Petroleum,0.47
2015,9,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,36.43
2015,9,IL,"Combined Heat and Power, Commercial Power",Total,43512.86
2015,9,IL,"Combined Heat and Power, Commercial Power",Coal,1093.35
2015,9,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,189.17
2015,9,IL,"Combined Heat and Power, Commercial Power",Natural Gas,41969.96
2015,9,IL,"Combined Heat and Power, Commercial Power",Petroleum,17.83
2015,9,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2015,9,IL,"Combined Heat and Power, Commercial Power",Wind,242.55
2015,9,IL,"Combined Heat and Power, Electric Power",Total,53718.48
2015,9,IL,"Combined Heat and Power, Electric Power",Natural Gas,53648.81
2015,9,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2015,9,IL,"Combined Heat and Power, Electric Power",Other,0
2015,9,IL,"Combined Heat and Power, Electric Power",Petroleum,69.67
2015,9,IL,"Combined Heat and Power, Electric Power",Other Biomass,0
2015,9,IL,"Electric Generators, Independent Power Producers",Total,14639375.25
2015,9,IL,"Electric Generators, Independent Power Producers",Coal,5334399.34
2015,9,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5563.54
2015,9,IL,"Electric Generators, Independent Power Producers",Natural Gas,802479.39
2015,9,IL,"Electric Generators, Independent Power Producers",Nuclear,7816306
2015,9,IL,"Electric Generators, Independent Power Producers",Other,236
2015,9,IL,"Electric Generators, Independent Power Producers",Petroleum,4759.48
2015,9,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,5497.27
2015,9,IL,"Electric Generators, Independent Power Producers",Other Biomass,43166.5
2015,9,IL,"Electric Generators, Independent Power Producers",Wind,626967.74
2015,9,IL,"Electric Generators, Electric Utilities",Total,901215.69
2015,9,IL,"Electric Generators, Electric Utilities",Coal,759931.87
2015,9,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3102.03
2015,9,IL,"Electric Generators, Electric Utilities",Natural Gas,135828.57
2015,9,IL,"Electric Generators, Electric Utilities",Petroleum,1426.95
2015,9,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,62.29
2015,9,IL,"Electric Generators, Electric Utilities",Other Biomass,0
2015,9,IL,"Electric Generators, Electric Utilities",Wind,863.98
2015,9,IN,Total Electric Power Industry,Total,8381905.84
2015,9,IN,Total Electric Power Industry,Coal,6627353.63
2015,9,IN,Total Electric Power Industry,Hydroelectric Conventional,30876.83
2015,9,IN,Total Electric Power Industry,Natural Gas,1066315.23
2015,9,IN,Total Electric Power Industry,Other Gases,214053.9
2015,9,IN,Total Electric Power Industry,Other,40788.86
2015,9,IN,Total Electric Power Industry,Petroleum,136690.09
2015,9,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,20118.05
2015,9,IN,Total Electric Power Industry,Other Biomass,31719.38
2015,9,IN,Total Electric Power Industry,Wind,213989.87
2015,9,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,9,IN,"Combined Heat and Power, Industrial Power",Total,300839.2
2015,9,IN,"Combined Heat and Power, Industrial Power",Coal,1243.05
2015,9,IN,"Combined Heat and Power, Industrial Power",Natural Gas,45701.23
2015,9,IN,"Combined Heat and Power, Industrial Power",Other Gases,208635.42
2015,9,IN,"Combined Heat and Power, Industrial Power",Other,39082
2015,9,IN,"Combined Heat and Power, Industrial Power",Petroleum,729.33
2015,9,IN,"Combined Heat and Power, Industrial Power",Other Biomass,5448.17
2015,9,IN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,9,IN,"Combined Heat and Power, Commercial Power",Total,25821.19
2015,9,IN,"Combined Heat and Power, Commercial Power",Coal,3808.15
2015,9,IN,"Combined Heat and Power, Commercial Power",Natural Gas,18480
2015,9,IN,"Combined Heat and Power, Commercial Power",Other,1706.86
2015,9,IN,"Combined Heat and Power, Commercial Power",Petroleum,32.56
2015,9,IN,"Combined Heat and Power, Commercial Power",Other Biomass,1727.56
2015,9,IN,"Combined Heat and Power, Commercial Power",Wind,66.06
2015,9,IN,"Combined Heat and Power, Electric Power",Total,501002.45
2015,9,IN,"Combined Heat and Power, Electric Power",Coal,428066.5
2015,9,IN,"Combined Heat and Power, Electric Power",Natural Gas,72929.79
2015,9,IN,"Combined Heat and Power, Electric Power",Other,0
2015,9,IN,"Combined Heat and Power, Electric Power",Petroleum,6.16
2015,9,IN,"Electric Generators, Independent Power Producers",Total,235343.93
2015,9,IN,"Electric Generators, Independent Power Producers",Coal,926.17
2015,9,IN,"Electric Generators, Independent Power Producers",Natural Gas,1970
2015,9,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2015,9,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,18041.61
2015,9,IN,"Electric Generators, Independent Power Producers",Other Biomass,482.34
2015,9,IN,"Electric Generators, Independent Power Producers",Wind,213923.81
2015,9,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2015,9,IN,"Electric Generators, Electric Utilities",Total,7318899.08
2015,9,IN,"Electric Generators, Electric Utilities",Coal,6193309.76
2015,9,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,30876.83
2015,9,IN,"Electric Generators, Electric Utilities",Natural Gas,927234.21
2015,9,IN,"Electric Generators, Electric Utilities",Other Gases,5418.49
2015,9,IN,"Electric Generators, Electric Utilities",Other,0
2015,9,IN,"Electric Generators, Electric Utilities",Petroleum,135922.04
2015,9,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2076.44
2015,9,IN,"Electric Generators, Electric Utilities",Other Biomass,24061.32
2015,9,IN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,9,KS,Total Electric Power Industry,Total,4202000.91
2015,9,KS,Total Electric Power Industry,Coal,2191671.48
2015,9,KS,Total Electric Power Industry,Hydroelectric Conventional,1123.26
2015,9,KS,Total Electric Power Industry,Natural Gas,147342.71
2015,9,KS,Total Electric Power Industry,Nuclear,864625
2015,9,KS,Total Electric Power Industry,Other,133.02
2015,9,KS,Total Electric Power Industry,Petroleum,3480.03
2015,9,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,207.64
2015,9,KS,Total Electric Power Industry,Other Biomass,5043.13
2015,9,KS,Total Electric Power Industry,Wind,988374.64
2015,9,KS,"Combined Heat and Power, Industrial Power",Total,11156.54
2015,9,KS,"Combined Heat and Power, Industrial Power",Natural Gas,11023.53
2015,9,KS,"Combined Heat and Power, Industrial Power",Other,133.02
2015,9,KS,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,9,KS,"Electric Generators, Independent Power Producers",Total,917779.67
2015,9,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1123.26
2015,9,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,207.64
2015,9,KS,"Electric Generators, Independent Power Producers",Other Biomass,5043.13
2015,9,KS,"Electric Generators, Independent Power Producers",Wind,911405.64
2015,9,KS,"Electric Generators, Electric Utilities",Total,3273064.69
2015,9,KS,"Electric Generators, Electric Utilities",Coal,2191671.48
2015,9,KS,"Electric Generators, Electric Utilities",Natural Gas,136319.19
2015,9,KS,"Electric Generators, Electric Utilities",Nuclear,864625
2015,9,KS,"Electric Generators, Electric Utilities",Petroleum,3480.03
2015,9,KS,"Electric Generators, Electric Utilities",Wind,76969
2015,9,KY,Total Electric Power Industry,Total,6725065.16
2015,9,KY,Total Electric Power Industry,Coal,5843410.08
2015,9,KY,Total Electric Power Industry,Hydroelectric Conventional,189552.67
2015,9,KY,Total Electric Power Industry,Natural Gas,605555.2
2015,9,KY,Total Electric Power Industry,Other,3413.7
2015,9,KY,Total Electric Power Industry,Petroleum,62781.89
2015,9,KY,Total Electric Power Industry,Other Biomass,7503.08
2015,9,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,12848.55
2015,9,KY,"Combined Heat and Power, Industrial Power",Total,34808.24
2015,9,KY,"Combined Heat and Power, Industrial Power",Natural Gas,21959.69
2015,9,KY,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,9,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,12848.55
2015,9,KY,"Electric Generators, Independent Power Producers",Total,105269.44
2015,9,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,515.64
2015,9,KY,"Electric Generators, Independent Power Producers",Natural Gas,104329
2015,9,KY,"Electric Generators, Independent Power Producers",Other Biomass,424.81
2015,9,KY,"Electric Generators, Electric Utilities",Total,6584987.48
2015,9,KY,"Electric Generators, Electric Utilities",Coal,5843410.08
2015,9,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,189037.03
2015,9,KY,"Electric Generators, Electric Utilities",Natural Gas,479266.52
2015,9,KY,"Electric Generators, Electric Utilities",Other,3413.7
2015,9,KY,"Electric Generators, Electric Utilities",Petroleum,62781.89
2015,9,KY,"Electric Generators, Electric Utilities",Other Biomass,7078.27
2015,9,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,9,LA,Total Electric Power Industry,Total,9411279.3
2015,9,LA,Total Electric Power Industry,Coal,1360017.44
2015,9,LA,Total Electric Power Industry,Hydroelectric Conventional,56778
2015,9,LA,Total Electric Power Industry,Natural Gas,5541604.3
2015,9,LA,Total Electric Power Industry,Nuclear,1515267
2015,9,LA,Total Electric Power Industry,Other Gases,203735.42
2015,9,LA,Total Electric Power Industry,Other,30291.41
2015,9,LA,Total Electric Power Industry,Petroleum,469536.79
2015,9,LA,Total Electric Power Industry,Other Biomass,7522.52
2015,9,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,226526.43
2015,9,LA,"Combined Heat and Power, Industrial Power",Total,2614020.04
2015,9,LA,"Combined Heat and Power, Industrial Power",Coal,0
2015,9,LA,"Combined Heat and Power, Industrial Power",Natural Gas,2129185.79
2015,9,LA,"Combined Heat and Power, Industrial Power",Other Gases,203735.42
2015,9,LA,"Combined Heat and Power, Industrial Power",Other,30291.41
2015,9,LA,"Combined Heat and Power, Industrial Power",Petroleum,23710.24
2015,9,LA,"Combined Heat and Power, Industrial Power",Other Biomass,570.76
2015,9,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,226526.43
2015,9,LA,"Combined Heat and Power, Commercial Power",Total,15879.74
2015,9,LA,"Combined Heat and Power, Commercial Power",Natural Gas,15879.74
2015,9,LA,"Combined Heat and Power, Electric Power",Total,258390
2015,9,LA,"Combined Heat and Power, Electric Power",Natural Gas,258390
2015,9,LA,"Electric Generators, Independent Power Producers",Total,459261.1
2015,9,LA,"Electric Generators, Independent Power Producers",Coal,346462.91
2015,9,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,56778
2015,9,LA,"Electric Generators, Independent Power Producers",Natural Gas,47902.88
2015,9,LA,"Electric Generators, Independent Power Producers",Petroleum,1165.55
2015,9,LA,"Electric Generators, Independent Power Producers",Other Biomass,6951.76
2015,9,LA,"Electric Generators, Electric Utilities",Total,6063728.43
2015,9,LA,"Electric Generators, Electric Utilities",Coal,1013554.53
2015,9,LA,"Electric Generators, Electric Utilities",Natural Gas,3090245.89
2015,9,LA,"Electric Generators, Electric Utilities",Nuclear,1515267
2015,9,LA,"Electric Generators, Electric Utilities",Petroleum,444661.01
2015,9,MA,Total Electric Power Industry,Total,3000920.85
2015,9,MA,Total Electric Power Industry,Coal,54185.81
2015,9,MA,Total Electric Power Industry,Pumped Storage,-40170
2015,9,MA,Total Electric Power Industry,Hydroelectric Conventional,46153.35
2015,9,MA,Total Electric Power Industry,Natural Gas,2177683.08
2015,9,MA,Total Electric Power Industry,Nuclear,485608
2015,9,MA,Total Electric Power Industry,Other,74385.15
2015,9,MA,Total Electric Power Industry,Petroleum,29341.38
2015,9,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,60661.53
2015,9,MA,Total Electric Power Industry,Other Biomass,89976.42
2015,9,MA,Total Electric Power Industry,Wind,13589.63
2015,9,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,9506.49
2015,9,MA,"Combined Heat and Power, Industrial Power",Total,13961.19
2015,9,MA,"Combined Heat and Power, Industrial Power",Coal,2047.69
2015,9,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,374.33
2015,9,MA,"Combined Heat and Power, Industrial Power",Natural Gas,11156.94
2015,9,MA,"Combined Heat and Power, Industrial Power",Other,0
2015,9,MA,"Combined Heat and Power, Industrial Power",Petroleum,202.58
2015,9,MA,"Combined Heat and Power, Industrial Power",Wind,179.66
2015,9,MA,"Combined Heat and Power, Commercial Power",Total,49114.83
2015,9,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,343.25
2015,9,MA,"Combined Heat and Power, Commercial Power",Natural Gas,44569.84
2015,9,MA,"Combined Heat and Power, Commercial Power",Petroleum,2047.83
2015,9,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,496.79
2015,9,MA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2015,9,MA,"Combined Heat and Power, Commercial Power",Wind,1657.13
2015,9,MA,"Combined Heat and Power, Electric Power",Total,259780.96
2015,9,MA,"Combined Heat and Power, Electric Power",Natural Gas,258152.52
2015,9,MA,"Combined Heat and Power, Electric Power",Petroleum,1628.45
2015,9,MA,"Electric Generators, Independent Power Producers",Total,2609357.37
2015,9,MA,"Electric Generators, Independent Power Producers",Coal,52138.13
2015,9,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-40170
2015,9,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,33514.78
2015,9,MA,"Electric Generators, Independent Power Producers",Natural Gas,1816882.13
2015,9,MA,"Electric Generators, Independent Power Producers",Nuclear,485608
2015,9,MA,"Electric Generators, Independent Power Producers",Other,74385.15
2015,9,MA,"Electric Generators, Independent Power Producers",Petroleum,21293.56
2015,9,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,58407.92
2015,9,MA,"Electric Generators, Independent Power Producers",Other Biomass,89976.42
2015,9,MA,"Electric Generators, Independent Power Producers",Wind,7814.8
2015,9,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,9506.49
2015,9,MA,"Electric Generators, Electric Utilities",Total,68706.5
2015,9,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11921
2015,9,MA,"Electric Generators, Electric Utilities",Natural Gas,46921.66
2015,9,MA,"Electric Generators, Electric Utilities",Petroleum,4168.97
2015,9,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1756.82
2015,9,MA,"Electric Generators, Electric Utilities",Wind,3938.05
2015,9,MD,Total Electric Power Industry,Total,2947214.48
2015,9,MD,Total Electric Power Industry,Coal,1087376.57
2015,9,MD,Total Electric Power Industry,Hydroelectric Conventional,36087.64
2015,9,MD,Total Electric Power Industry,Natural Gas,456391.12
2015,9,MD,Total Electric Power Industry,Nuclear,1245002
2015,9,MD,Total Electric Power Industry,Other,28307.49
2015,9,MD,Total Electric Power Industry,Petroleum,13493.94
2015,9,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,14310.98
2015,9,MD,Total Electric Power Industry,Other Biomass,36582.4
2015,9,MD,Total Electric Power Industry,Wind,19238
2015,9,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,10424.35
2015,9,MD,"Combined Heat and Power, Industrial Power",Total,22792.83
2015,9,MD,"Combined Heat and Power, Industrial Power",Coal,8867.83
2015,9,MD,"Combined Heat and Power, Industrial Power",Natural Gas,4654.03
2015,9,MD,"Combined Heat and Power, Industrial Power",Petroleum,238.25
2015,9,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,9032.73
2015,9,MD,"Combined Heat and Power, Commercial Power",Total,38423.01
2015,9,MD,"Combined Heat and Power, Commercial Power",Coal,106.76
2015,9,MD,"Combined Heat and Power, Commercial Power",Natural Gas,35178.98
2015,9,MD,"Combined Heat and Power, Commercial Power",Other,70.29
2015,9,MD,"Combined Heat and Power, Commercial Power",Petroleum,711.18
2015,9,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,478.2
2015,9,MD,"Combined Heat and Power, Commercial Power",Other Biomass,485.99
2015,9,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1391.62
2015,9,MD,"Combined Heat and Power, Electric Power",Total,248498.6
2015,9,MD,"Combined Heat and Power, Electric Power",Coal,89829
2015,9,MD,"Combined Heat and Power, Electric Power",Natural Gas,130664.88
2015,9,MD,"Combined Heat and Power, Electric Power",Other,13457.23
2015,9,MD,"Combined Heat and Power, Electric Power",Petroleum,539.73
2015,9,MD,"Combined Heat and Power, Electric Power",Other Biomass,14007.77
2015,9,MD,"Electric Generators, Independent Power Producers",Total,2635502.74
2015,9,MD,"Electric Generators, Independent Power Producers",Coal,988572.99
2015,9,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,36087.64
2015,9,MD,"Electric Generators, Independent Power Producers",Natural Gas,285893.23
2015,9,MD,"Electric Generators, Independent Power Producers",Nuclear,1245002
2015,9,MD,"Electric Generators, Independent Power Producers",Other,14779.98
2015,9,MD,"Electric Generators, Independent Power Producers",Petroleum,10950.53
2015,9,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,12889.74
2015,9,MD,"Electric Generators, Independent Power Producers",Other Biomass,22088.64
2015,9,MD,"Electric Generators, Independent Power Producers",Wind,19238
2015,9,MD,"Electric Generators, Electric Utilities",Total,1997.3
2015,9,MD,"Electric Generators, Electric Utilities",Natural Gas,0
2015,9,MD,"Electric Generators, Electric Utilities",Petroleum,1054.25
2015,9,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,943.05
2015,9,ME,Total Electric Power Industry,Total,893263.46
2015,9,ME,Total Electric Power Industry,Coal,4593.15
2015,9,ME,Total Electric Power Industry,Hydroelectric Conventional,230305.72
2015,9,ME,Total Electric Power Industry,Natural Gas,267814.37
2015,9,ME,Total Electric Power Industry,Other,33519.84
2015,9,ME,Total Electric Power Industry,Petroleum,12729.88
2015,9,ME,Total Electric Power Industry,Other Biomass,18011.66
2015,9,ME,Total Electric Power Industry,Wind,77218.36
2015,9,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,249070.48
2015,9,ME,"Combined Heat and Power, Industrial Power",Total,184425
2015,9,ME,"Combined Heat and Power, Industrial Power",Coal,832.42
2015,9,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,22248.83
2015,9,ME,"Combined Heat and Power, Industrial Power",Natural Gas,48934.46
2015,9,ME,"Combined Heat and Power, Industrial Power",Other,10784.95
2015,9,ME,"Combined Heat and Power, Industrial Power",Petroleum,860.35
2015,9,ME,"Combined Heat and Power, Industrial Power",Other Biomass,1384.63
2015,9,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,99379.37
2015,9,ME,"Combined Heat and Power, Commercial Power",Total,20680.14
2015,9,ME,"Combined Heat and Power, Commercial Power",Natural Gas,2370.91
2015,9,ME,"Combined Heat and Power, Commercial Power",Other,8722.32
2015,9,ME,"Combined Heat and Power, Commercial Power",Petroleum,79.37
2015,9,ME,"Combined Heat and Power, Commercial Power",Other Biomass,9507.54
2015,9,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2015,9,ME,"Combined Heat and Power, Electric Power",Total,43496
2015,9,ME,"Combined Heat and Power, Electric Power",Coal,3760.73
2015,9,ME,"Combined Heat and Power, Electric Power",Other,10280.53
2015,9,ME,"Combined Heat and Power, Electric Power",Petroleum,390.55
2015,9,ME,"Combined Heat and Power, Electric Power",Other Biomass,459.64
2015,9,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,28604.55
2015,9,ME,"Electric Generators, Independent Power Producers",Total,644647.62
2015,9,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,208056.9
2015,9,ME,"Electric Generators, Independent Power Producers",Natural Gas,216509
2015,9,ME,"Electric Generators, Independent Power Producers",Other,3732.04
2015,9,ME,"Electric Generators, Independent Power Producers",Petroleum,11384.89
2015,9,ME,"Electric Generators, Independent Power Producers",Other Biomass,6659.86
2015,9,ME,"Electric Generators, Independent Power Producers",Wind,77218.36
2015,9,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,121086.56
2015,9,ME,"Electric Generators, Electric Utilities",Total,14.71
2015,9,ME,"Electric Generators, Electric Utilities",Petroleum,14.71
2015,9,MI,Total Electric Power Industry,Total,9042696.28
2015,9,MI,Total Electric Power Industry,Coal,4455113.43
2015,9,MI,Total Electric Power Industry,Pumped Storage,-42434
2015,9,MI,Total Electric Power Industry,Hydroelectric Conventional,90168.11
2015,9,MI,Total Electric Power Industry,Natural Gas,1763006.34
2015,9,MI,Total Electric Power Industry,Nuclear,2073873
2015,9,MI,Total Electric Power Industry,Other Gases,117653.74
2015,9,MI,Total Electric Power Industry,Other,35360.54
2015,9,MI,Total Electric Power Industry,Petroleum,58502.76
2015,9,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,415.29
2015,9,MI,Total Electric Power Industry,Other Biomass,93527.48
2015,9,MI,Total Electric Power Industry,Wind,278910.73
2015,9,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,118598.87
2015,9,MI,"Combined Heat and Power, Industrial Power",Total,125283.13
2015,9,MI,"Combined Heat and Power, Industrial Power",Coal,7581.55
2015,9,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1557.28
2015,9,MI,"Combined Heat and Power, Industrial Power",Natural Gas,39251.07
2015,9,MI,"Combined Heat and Power, Industrial Power",Other,2128.08
2015,9,MI,"Combined Heat and Power, Industrial Power",Petroleum,14910.92
2015,9,MI,"Combined Heat and Power, Industrial Power",Other Biomass,303.82
2015,9,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,59550.42
2015,9,MI,"Combined Heat and Power, Commercial Power",Total,109718.13
2015,9,MI,"Combined Heat and Power, Commercial Power",Coal,6377.47
2015,9,MI,"Combined Heat and Power, Commercial Power",Natural Gas,59153.3
2015,9,MI,"Combined Heat and Power, Commercial Power",Other,21545.29
2015,9,MI,"Combined Heat and Power, Commercial Power",Petroleum,206.92
2015,9,MI,"Combined Heat and Power, Commercial Power",Other Biomass,22435.15
2015,9,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2015,9,MI,"Combined Heat and Power, Electric Power",Total,854864.94
2015,9,MI,"Combined Heat and Power, Electric Power",Coal,22700.96
2015,9,MI,"Combined Heat and Power, Electric Power",Natural Gas,725077.47
2015,9,MI,"Combined Heat and Power, Electric Power",Other Gases,100103.54
2015,9,MI,"Combined Heat and Power, Electric Power",Other,2970.88
2015,9,MI,"Combined Heat and Power, Electric Power",Petroleum,2476.38
2015,9,MI,"Combined Heat and Power, Electric Power",Other Biomass,286.93
2015,9,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1248.79
2015,9,MI,"Electric Generators, Independent Power Producers",Total,1008937.37
2015,9,MI,"Electric Generators, Independent Power Producers",Coal,85.41
2015,9,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5956.31
2015,9,MI,"Electric Generators, Independent Power Producers",Natural Gas,461310.69
2015,9,MI,"Electric Generators, Independent Power Producers",Nuclear,245693
2015,9,MI,"Electric Generators, Independent Power Producers",Other,7362.36
2015,9,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2015,9,MI,"Electric Generators, Independent Power Producers",Other Biomass,70501.59
2015,9,MI,"Electric Generators, Independent Power Producers",Wind,160253.73
2015,9,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,57774.27
2015,9,MI,"Electric Generators, Electric Utilities",Total,6943892.73
2015,9,MI,"Electric Generators, Electric Utilities",Coal,4418368.04
2015,9,MI,"Electric Generators, Electric Utilities",Pumped Storage,-42434
2015,9,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,82654.51
2015,9,MI,"Electric Generators, Electric Utilities",Natural Gas,478213.81
2015,9,MI,"Electric Generators, Electric Utilities",Nuclear,1828180
2015,9,MI,"Electric Generators, Electric Utilities",Other Gases,17550.2
2015,9,MI,"Electric Generators, Electric Utilities",Other,1353.94
2015,9,MI,"Electric Generators, Electric Utilities",Petroleum,40908.55
2015,9,MI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,415.29
2015,9,MI,"Electric Generators, Electric Utilities",Wind,118657
2015,9,MI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,25.39
2015,9,MN,Total Electric Power Industry,Total,4847806.34
2015,9,MN,Total Electric Power Industry,Coal,1851595.23
2015,9,MN,Total Electric Power Industry,Hydroelectric Conventional,34664.29
2015,9,MN,Total Electric Power Industry,Natural Gas,861086.74
2015,9,MN,Total Electric Power Industry,Nuclear,1233247
2015,9,MN,Total Electric Power Industry,Other,35251.28
2015,9,MN,Total Electric Power Industry,Petroleum,4531
2015,9,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,293.21
2015,9,MN,Total Electric Power Industry,Other Biomass,52494.45
2015,9,MN,Total Electric Power Industry,Wind,671497.31
2015,9,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,103145.82
2015,9,MN,"Combined Heat and Power, Industrial Power",Total,124111.41
2015,9,MN,"Combined Heat and Power, Industrial Power",Coal,57906.29
2015,9,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3220.43
2015,9,MN,"Combined Heat and Power, Industrial Power",Natural Gas,4724.48
